inn,time,AuthorisedK_RUB09,log.revenue,log.sales,log.NTA,ROA105,ROE,log.gross_profit,V1,m.AK,m.log.revenue,m.log.sales,m.log.NTA,m.ROA105,m.ROE,m.log.gross_profit,winner,win,connected,people,Data_registracii,ind,key
1001061713,2013,8000,19.3188686031287,19.2448430289374,8.51719339141622,0.3773,0.2995,17.0652647024774,1001061713,0,0,0,1,0,0,0,0,0,0,0,1996,Manuf,10010617132013
1001061713,2014,8000,20.0286856300946,19.8900263594502,11.5424842769205,0.0548,0.0522,15.0922690320159,1001061713,0,1,1,1,1,1,1,0,0,0,0,1996,Manuf,10010617132014
1001061713,2015,8000,17.0798185342303,11.5228757958234,12.9336212552229,0.3539,0.4227,10.1658518170036,1001061713,0,1,1,1,1,1,1,0,0,0,0,1996,Manuf,10010617132015
1001061713,2016,8000,19.7749502395948,19.5910274758961,9.30565064268959,0.0247,0.0431,17.646041472537,1001061713,0,1,1,1,1,1,1,0,0,0,0,1996,Manuf,10010617132016
1001076533,2008,10000,21.3024803098146,20.3445964941054,10.5453414650243,0.0089,1.3421,10.5713169251118,1001076533,0,1,1,1,1,1,1,0,0,0,0,1993,Trade,10010765332008
1001076533,2009,10000,16.6873222495988,17.9314861403127,14.0118993727914,-10.5,3e-04,9.10497985631836,1001076533,0,1,1,1,1,1,1,0,0,0,0,1993,Trade,10010765332009
1001076533,2010,10000,20.6109299386632,20.6106580117573,11.0348896801563,0.2452,1.8192,15.0283439907224,1001076533,0,1,1,1,1,1,1,0,0,0,0,1993,Trade,10010765332010
1001076533,2011,10000,16.6026183663033,16.3626875334784,6.90775627898164,0.1015,2.0784,11.47210347045,1001076533,0,1,1,1,1,1,1,0,0,0,0,1993,Trade,10010765332011
1001076533,2012,10000,22.1845644648565,21.7231113787595,6.90775627898164,0.5208,0.0059,10.5186731916264,1001076533,0,1,1,1,1,1,0,0,0,0,0,1993,Trade,10010765332012
1001076533,2013,10000,13.8784853571257,6.90775527898214,13.4687859462931,0.011,26.6667,11.289781913656,1001076533,0,1,1,1,1,0,0,0,0,0,0,1993,Trade,10010765332013
1001076533,2014,10000,19.3943003195869,19.3390253651511,13.4687859462931,-0.0157,-0.0065,17.5883404591981,1001076533,0,1,1,1,1,1,1,0,0,0,0,1993,Trade,10010765332014
1001076533,2015,10000,21.2876144075764,21.3677998126787,14.4960789568237,0.0671,0.1162,14.5245310876805,1001076533,0,1,1,1,1,1,1,0,0,0,0,1993,Trade,10010765332015
1001076533,2016,10000,22.2739755157827,22.0559721675214,9.21034047197618,0.0303,0.0616,14.8638816301956,1001076533,0,1,1,1,1,1,1,0,0,0,0,1993,Trade,10010765332016
1001083153,2008,15175000,20.8985090680626,20.7156438633645,19.803461439375,0.0317,0.1326,19.3849155678922,1001083153,0,1,1,1,1,1,1,0,0,0,0,1996,Trade,10010831532008
1001083153,2009,15175000,12.9091701569433,21.3064552841512,6.90775627898164,0.1251,1.0196,19.5763190302864,1001083153,0,1,1,1,1,1,1,0,0,0,0,1996,Trade,10010831532009
1001083153,2010,15175000,19.816670452925,19.4120455525794,8.51719339141622,0.0146,0.1222,14.8691254807016,1001083153,0,1,1,0,1,1,1,0,0,0,0,1996,Trade,10010831532010
1001083153,2011,15175000,20.8511136083526,20.7880305824933,8.51719339141622,0.1441,0.2642,16.4616144308475,1001083153,0,1,1,0,1,0,0,0,0,0,0,1996,Trade,10010831532011
1001083153,2012,15175000,25.3629317737056,25.0542590382028,8.51719339141622,0.2104,0.3095,20.1182064538277,1001083153,0,1,1,0,1,1,1,0,0,0,0,1996,Trade,10010831532012
1001083153,2013,15175000,18.4212705699708,18.3387328893049,8.51719339141622,0.1909,0.2823,16.661872374864,1001083153,0,1,1,0,1,0,0,0,0,0,0,1996,Trade,10010831532013
1001083153,2014,15175000,22.585388238699,22.6272301459178,12.0552497616095,0.014,-2e-04,16.8175230694754,1001083153,0,1,1,1,1,0,1,0,0,0,0,1996,Trade,10010831532014
1001083153,2015,15175000,23.5307953935372,23.165707737381,14.2710348665793,-0.0374,0.0668,15.2308781665699,1001083153,0,1,1,1,1,0,0,0,0,0,0,1996,Trade,10010831532015
1001083153,2016,15175000,19.1810518990899,19.0244009049333,12.1441972471312,-0.0167,-1e-04,10.2750511089686,1001083153,0,1,1,1,1,0,1,0,0,0,0,1996,Trade,10010831532016
1001169266,2008,4500000,13.4150329913671,18.9062500963022,14.2967013772186,-0.0334,0.1522,12.829333698626,1001169266,0,1,1,1,0,0,0,0,0,0,0,2005,Manuf,10011692662008
1001169266,2009,4500000,19.7630702383812,19.6995290829234,15.9073746197661,-0.0329,0.0043,9.85219425814858,1001169266,0,1,1,1,0,0,0,0,0,0,0,2005,Manuf,10011692662009
1001169266,2010,4500000,20.4217566084566,20.3853537642586,12.0015054859239,-0.0761,-1.2287,13.0214374588144,1001169266,0,1,1,1,0,0,1,0,0,0,0,2005,Manuf,10011692662010
1001169266,2011,4500000,19.3770764133228,19.4277294920564,10.2035921820235,-0.1082,2.4752,13.2655975454902,1001169266,0,1,1,1,0,0,1,0,0,0,0,2005,Manuf,10011692662011
1001169266,2012,4500000,18.3507088219232,18.3168301988261,11.3504065472372,-0.0059,0.1846,17.2772070633722,1001169266,0,0,0,1,0,0,1,0,0,0,0,2005,Manuf,10011692662012
1001169266,2013,4500000,18.3869791722794,18.3722150271442,12.0015054859239,-0.0184,0.1938,15.2112600778549,1001169266,0,0,0,1,0,0,1,0,0,0,0,2005,Manuf,10011692662013
1001169266,2014,4500000,18.3699451887362,18.3596347833852,6.90775627898164,-0.0655,0.336,16.0759185720591,1001169266,0,0,0,1,0,0,1,1,0,0,0,2005,Manuf,10011692662014
1001169266,2015,4500000,18.4257677830009,18.4059629668654,11.3504065472372,-0.0757,-6.2257,16.2509643240327,1001169266,0,0,0,1,0,0,0,1,0,0,0,2005,Manuf,10011692662015
1001169266,2016,4500000,18.6070275219959,18.5974200824501,15.0277491070048,-0.0838,-1.0722,16.2509643240327,1001169266,0,0,0,1,0,0,1,1,0,0,0,2005,Manuf,10011692662016
1001249970,2008,10000,13.2067045258381,20.1645516424534,6.90775627898164,0.1028,0.0933,16.5854708288504,1001249970,0,1,1,1,1,1,1,0,0,0,0,2011,Mining,10012499702008
1001249970,2009,10000,22.0493156446397,20.6467411006155,23.6963291501939,0.0569,-0.0029,15.1502484321698,1001249970,0,1,1,1,1,1,1,0,0,0,0,2011,Mining,10012499702009
1001249970,2010,10000,21.6934726207706,20.7765563355931,12.0782392797021,-0.0157,-2.7018,14.4889651051785,1001249970,0,1,1,1,1,1,1,0,0,0,0,2011,Mining,10012499702010
1001249970,2011,10000,23.3612626043644,23.0800929675084,15.3886993379306,0.1632,0.304,16.3560884051227,1001249970,0,1,1,1,1,1,1,0,0,0,0,2011,Mining,10012499702011
1001249970,2012,10000,17.4894032697699,17.4241014408494,9.68034406372192,0.134,2.0136,13.0058295611484,1001249970,0,1,1,1,0,0,0,0,0,0,0,2011,Mining,10012499702012
1001249970,2013,10000,20.9360365761748,21.0693835489047,9.85219431078015,0.1038,1.6216,15.1473487332881,1001249970,0,1,1,1,0,0,0,0,0,0,0,2011,Mining,10012499702013
1001249970,2014,10000,20.3563341866549,20.4445699343243,11.0666383779668,-0.0454,0.5501,14.9817814951062,1001249970,0,1,1,1,0,0,0,0,0,0,0,2011,Mining,10012499702014
1001249970,2015,10000,18.5375922888599,18.3722150271442,17.5707159972731,0.0173,0.3607,15.0018284270515,1001249970,0,1,1,1,0,0,0,0,0,0,0,2011,Mining,10012499702015
1001249970,2016,10000,18.8999537792053,18.8540398388448,16.9848599477241,0.0072,0.0935,13.8652526498591,1001249970,0,0,0,0,0,0,0,0,0,0,0,2011,Mining,10012499702016
1012007490,2008,3e+06,13.6315877198033,21.3064552841512,11.3963916599502,0.0569,0.5779,14.8422687428644,1012007490,0,1,1,1,0,0,0,1,0,0,0,2005,Agric,10120074902008
1012007490,2009,3e+06,22.0442659247533,22.177114869172,11.6952470300975,0.1546,0.1978,15.1518265492779,1012007490,0,1,1,1,0,0,0,1,0,0,0,2005,Agric,10120074902009
1012007490,2010,3e+06,20.8870915622145,20.5248124591952,12.8687606211827,0.1932,0.575,16.2187551340575,1012007490,0,1,1,1,0,0,0,1,0,0,0,2005,Agric,10120074902010
1012007490,2011,3e+06,19.3682569418656,19.1563173281331,10.2035921820235,0.1314,0.4051,16.3476982973333,1012007490,0,1,1,1,0,0,0,1,0,0,0,2005,Agric,10120074902011
1012007490,2012,3e+06,21.4188046552594,21.4403482702014,12.3966930092711,0.0872,0.1921,15.8886824866305,1012007490,0,1,1,0,0,0,0,1,0,0,0,2005,Agric,10120074902012
1012007490,2013,3e+06,21.5292893683827,21.5006038789123,14.0217113893618,0.0562,0.2748,16.4873807516117,1012007490,0,1,1,0,0,0,0,1,0,0,0,2005,Agric,10120074902013
1012007490,2014,3e+06,19.2782824794778,19.1306850415787,8.294049890102,0.0298,0.0447,16.4932389991801,1012007490,0,1,1,1,1,1,1,0,0,0,0,2005,Agric,10120074902014
1012007490,2015,3e+06,19.6629921417091,19.4335644688377,13.1263554006659,-0.0258,-0.2287,20.2182085443233,1012007490,0,1,1,1,1,1,1,0,0,0,0,2005,Agric,10120074902015
1012007490,2016,3e+06,19.7630702383812,19.5344935833202,12.2452933634911,1.3928,0.3446,18.9856194826723,1012007490,0,1,1,1,1,1,1,0,0,0,0,2005,Agric,10120074902016
1101051490,2008,4074980000,24.860373069359,24.7428533035592,14.0686011864228,0.0415,0.3832,18.6173160353858,1101051490,0,1,1,1,1,1,1,0,0,1,1,2015,Tech,11010514902008
1101051490,2009,4074980000,16.7647799571079,17.9314861403127,17.3978899585325,-0.257,-0.1111,14.5640924454123,1101051490,0,1,1,1,1,1,1,0,0,1,1,2015,Tech,11010514902009
1101051490,2010,4074980000,20.4491907679009,20.3894057855966,12.2010601087318,0.4555,0.7032,21.1867721543012,1101051490,0,1,1,1,1,1,1,0,0,1,1,2015,Tech,11010514902010
1101051490,2011,4074980000,20.2614779657449,20.2878012094952,8.51719339141622,-0.0594,0.0065,16.0726797874278,1101051490,0,1,1,1,1,1,1,0,0,1,1,2015,Tech,11010514902011
1101051490,2012,4074980000,20.8610571432409,20.5968133297862,15.1607224742434,0.1289,0.0269,18.7333285624219,1101051490,0,1,1,1,1,1,1,0,0,1,1,2015,Tech,11010514902012
1101051490,2013,4074980000,21.5231364539655,20.7750866421757,15.1607224742434,0.1958,0.3753,19.4113254177272,1101051490,0,1,1,1,1,1,1,0,0,1,1,2015,Tech,11010514902013
1101051490,2014,4074980000,20.0464387561286,20.015388701306,16.0332999993625,0.1741,0.4193,24.403542114637,1101051490,0,1,1,1,1,1,1,0,0,1,1,2015,Tech,11010514902014
1101051490,2015,4074980000,18.4396006288049,18.5365686516543,14.9752179463058,0.006,-0.7755,19.8180807089346,1101051490,0,0,1,1,0,0,1,0,0,1,1,2015,Tech,11010514902015
1101051490,2016,4074980000,19.1503189539281,14.1044418498165,16.912625445852,-0.1302,-0.0463,10.3417424834673,1101051490,0,0,0,1,1,0,1,0,0,1,1,2015,Tech,11010514902016
1102068810,2008,50000,21.6801113916536,21.4151542255601,16.8220838547456,1.2377,0.4726,17.198781551093,1102068810,0,1,1,1,1,1,1,0,0,0,0,2011,Tech,11020688102008
1102068810,2009,50000,13.2067045258381,17.9314861403127,11.7280368526517,-0.0121,0.0237,15.562446983584,1102068810,0,1,1,1,1,1,1,0,0,0,0,2011,Tech,11020688102009
1102068810,2010,50000,12.4450895460007,19.6834195026656,13.5936162272989,0.0385,0.0046,12.8687606186054,1102068810,0,1,1,1,1,1,1,1,0,0,0,2011,Tech,11020688102010
1102068810,2011,50000,21.2469192319189,20.9764822331169,17.8692240796728,146.5273,1.9845,15.6749286756661,1102068810,0,1,1,1,0,0,0,1,0,0,0,2011,Tech,11020688102011
1102068810,2012,50000,14.0290077322267,11.1562505210315,18.4620529870677,-3.4008,-0.2363,17.5726559527483,1102068810,0,1,1,1,0,0,1,1,0,0,0,2011,Tech,11020688102012
1102068810,2013,50000,19.7630702383812,19.4752122618297,16.8953082066819,0.7354,1.1245,16.3885043947396,1102068810,0,1,1,1,0,0,0,1,0,0,0,2011,Tech,11020688102013
1102068810,2014,50000,20.2587924874748,20.3071153428983,16.0770653015045,-0.8125,-0.1916,15.4765917035502,1102068810,0,1,1,1,0,0,1,1,0,0,0,2011,Tech,11020688102014
1102068810,2015,50000,20.1398444304251,19.9446326608653,16.7937914379554,1.0673,0.5723,16.3042432125858,1102068810,0,1,1,1,0,0,0,1,0,0,0,2011,Tech,11020688102015
1102068810,2016,50000,20.3155862787525,19.820710343326,17.9175587045879,-0.3674,-0.1904,19.2798930587867,1102068810,0,1,1,1,0,0,1,1,0,0,0,2011,Tech,11020688102016
1112003481,2008,11410000,24.3913511844109,24.3183522523153,14.4159940542093,0.0312,-0.0826,10.0858091093301,1112003481,0,1,1,1,0,0,1,0,0,0,0,1998,Agric,11120034812008
1112003481,2009,11410000,22.1491282066748,22.1730782768546,13.2638629414141,0.0997,-0.005,15.1502484321698,1112003481,0,1,1,1,0,0,1,0,0,0,0,1998,Agric,11120034812009
1112003481,2010,11410000,16.6623367082637,18.9062500963022,11.8913619075398,0.0552,0.0311,14.939790593381,1112003481,0,1,1,1,0,0,0,0,0,0,0,1998,Agric,11120034812010
1112003481,2011,11410000,25.0921154852085,25.2391675551763,10.1658518554652,0.0487,0.0063,13.4744277087854,1112003481,0,1,1,1,0,0,0,0,0,0,0,1998,Agric,11120034812011
1112003481,2012,11410000,20.6078280490454,20.5715029706886,19.4895586483021,0.036,0.0318,15.1573304289823,1112003481,0,0,0,1,0,0,0,0,0,0,0,1998,Agric,11120034812012
1112003481,2013,11410000,20.9795183859483,20.9448529776818,10.9681983067699,0.1205,0.2958,17.5969919825373,1112003481,0,0,0,1,0,0,0,0,0,0,0,1998,Agric,11120034812013
1112003481,2014,11410000,21.2441663382648,21.1890888646425,11.0186291595489,0.3724,0.9517,19.4102776980933,1112003481,0,0,0,1,0,0,0,0,0,0,0,1998,Agric,11120034812014
1112003481,2015,11410000,21.5426799628111,21.496257397822,12.5425448857228,0.5409,0.9314,20.2299837547151,1112003481,0,0,0,0,0,0,0,0,0,0,0,1998,Agric,11120034812015
1112003481,2016,11410000,21.7951305780909,21.7569231622214,13.8803615312211,0.4642,0.6494,20.560116120309,1112003481,0,0,0,0,0,0,0,1,0,0,0,1998,Agric,11120034812016
1207002359,2008,10000,20.2064791479489,20.0341226297758,11.2252434058518,0.0777,0.5715,15.6829957377205,1207002359,1,1,1,1,1,1,1,0,0,0,0,1996,Arts.recreation,12070023592008
1207002359,2009,1200000,21.2441663382648,21.1334172803452,14.347314588703,-0.2731,0.2713,11.0020998412042,1207002359,1,1,1,1,1,1,1,0,0,0,0,1996,Arts.recreation,12070023592009
1207002359,2010,2138921500,20.3999607319206,20.5960390995786,11.6613454787092,0.0118,0.3529,18.0095646993354,1207002359,1,1,1,1,1,1,1,0,0,0,0,1996,Arts.recreation,12070023592010
1207002359,2011,20825000,21.5846009975287,20.6882674770999,12.2060726505302,0.2833,0.1149,16.580193108633,1207002359,1,1,1,1,1,1,1,0,0,0,0,1996,Arts.recreation,12070023592011
1207002359,2012,8349,18.1823854830374,17.7093288587376,12.6346030298267,0.0444,-0.1023,12.3458345879053,1207002359,1,1,1,1,1,1,1,0,0,0,0,1996,Arts.recreation,12070023592012
1207002359,2013,10000,16.9130319774203,16.9627185081411,14.2129434950472,1.0828,0.2533,14.5497996818554,1207002359,1,1,1,1,1,1,1,0,0,0,0,1996,Arts.recreation,12070023592013
1207002359,2014,15175000,21.5165008570061,21.6657002256978,10.8589990167943,0.1146,0.3417,18.6439682848996,1207002359,1,1,1,1,1,1,1,0,0,0,0,1996,Arts.recreation,12070023592014
1207002359,2015,1000044332,21.0696183878254,20.9890741638165,14.5171218174321,0.0392,-1.2035,20.96122548581,1207002359,1,1,1,1,1,1,1,0,0,0,0,1996,Arts.recreation,12070023592015
1207002359,2016,10000,22.5938666771473,22.5253135337295,14.1288603778956,0.0021,0.025,15.5118598423877,1207002359,1,1,1,1,1,1,1,0,0,0,0,1996,Arts.recreation,12070023592016
1215044458,2008,2700000,12.4450895460007,18.9062500963022,12.5879278914122,0.119,0.1047,15.1985496263635,1215044458,0,1,1,1,0,0,0,1,0,0,0,1995,Manuf,12150444582008
1215044458,2009,2700000,20.1760407166504,19.9311509961476,9.30565064268959,0.0142,-0.0273,11.8493977015914,1215044458,0,1,1,1,0,0,1,1,0,0,0,1995,Manuf,12150444582009
1215044458,2010,2700000,16.0170591067805,20.1645516424534,12.8635926510376,-0.0031,-0.0487,11.3963916487143,1215044458,0,1,1,1,0,0,1,1,0,0,0,1995,Manuf,12150444582010
1215044458,2011,2700000,18.8395489610833,18.9028105529959,12.5741819705548,0.0368,0.0221,13.6459077735781,1215044458,0,1,1,1,0,0,0,1,1,0,0,1995,Manuf,12150444582011
1215044458,2012,2700000,19.5409110046449,19.5292829666498,8.85366557089458,0.0366,0.0474,14.4462502783956,1215044458,0,1,1,1,0,0,0,1,1,0,0,1995,Manuf,12150444582012
1215044458,2013,2700000,18.0890049858147,18.0846903912065,9.30565064268959,0.0301,0.0148,13.3146352650515,1215044458,0,0,0,1,0,0,0,1,1,0,0,1995,Manuf,12150444582013
1215044458,2014,2700000,17.9255151920075,17.9042058597877,10.8967393440649,-5e-04,-0.0297,12.3282902782544,1215044458,0,0,0,1,0,0,1,1,1,0,0,1995,Manuf,12150444582014
1215044458,2015,2700000,17.8695191186635,17.8693802876207,14.1640525193785,0.0099,0.0051,12.2209612580239,1215044458,0,0,0,1,0,0,0,1,1,0,0,1995,Manuf,12150444582015
1215044458,2016,2700000,17.9401579821164,17.9344339051604,9.74096868186188,-0.0016,-0.0046,12.9384405392434,1215044458,0,0,0,1,0,0,1,0,1,0,0,1995,Manuf,12150444582016
1215057383,2008,55700,12.9091701569433,19.6834195026656,6.90775627898164,0.4378,0.4524,15.8515225417168,1215057383,0,1,1,1,0,0,0,0,0,0,0,1998,Manuf,12150573832008
1215057383,2009,55700,13.4150329913671,21.3064552841512,13.0877719347051,0.1673,0.1931,15.3226942363596,1215057383,0,1,1,1,0,0,0,0,0,0,0,1998,Manuf,12150573832009
1215057383,2010,55700,23.8949276568534,24.1044897707234,13.1596591640748,0.1824,0.1885,15.4994992016627,1215057383,0,1,1,1,0,0,0,0,0,0,0,1998,Manuf,12150573832010
1215057383,2011,55700,19.3733381199969,19.1887544900984,12.2968270133648,0.4807,0.6809,17.2901442576996,1215057383,0,1,1,1,0,0,0,0,0,0,0,1998,Manuf,12150573832011
1215057383,2012,55700,19.1322570599807,19.0930842545744,8.00636790098353,0.1023,0.1014,15.7303722243263,1215057383,0,0,0,1,0,0,0,0,0,0,0,1998,Manuf,12150573832012
1215057383,2013,55700,19.1093830607251,19.1087098494821,11.7199396424846,0.0715,0.045,14.9907751981535,1215057383,0,0,0,1,0,0,0,0,0,0,0,1998,Manuf,12150573832013
1215057383,2014,55700,19.1333756173547,19.1333756173547,10.8197783044103,0.0403,0.0308,14.6071446852389,1215057383,0,0,0,0,0,0,0,0,0,0,0,1998,Manuf,12150573832014
1215057383,2015,55700,19.1689929640122,19.1689503783025,10.4341158330101,0.0459,0.049,15.0654122941786,1215057383,0,0,0,0,0,0,0,0,0,0,0,1998,Manuf,12150573832015
1215057383,2016,55700,19.3625222566705,19.3625222566705,9.74096868186188,0.1411,0.0556,15.2446249162671,1215057383,0,0,0,0,0,0,0,1,0,0,0,1998,Manuf,12150573832016
1215077615,2008,10000,13.2067045258381,20.1645516424534,11.5424842769205,0.2135,0.2602,13.6231386653168,1215077615,0,1,1,1,0,0,0,0,0,1,1,2002,Real.estate,12150776152008
1215077615,2009,10000,21.1392784572954,21.0652940391383,13.4135393406051,0.2825,0.2579,13.8508777018016,1215077615,0,1,1,1,0,0,0,0,0,1,1,2002,Real.estate,12150776152009
1215077615,2010,10000,20.6711985589002,20.7986997867459,8.98719694566197,0.3455,0.1625,13.5873544648265,1215077615,0,1,1,1,0,0,0,0,0,1,1,2002,Real.estate,12150776152010
1215077615,2011,10000,18.8866700766805,19.0930842545744,11.385092104824,-0.0142,-0.032,12.9551274580284,1215077615,0,1,1,1,0,0,1,0,0,1,1,2002,Real.estate,12150776152011
1215077615,2012,10000,21.2005987909504,21.1767652680925,13.8831692073727,0.0245,-0.235,14.1548358635679,1215077615,0,1,1,1,1,0,1,0,0,1,1,2002,Real.estate,12150776152012
1215077615,2013,10000,20.7294437145024,20.6774229253582,11.373663409131,-0.1563,-0.2606,13.2963166845278,1215077615,0,1,1,1,0,0,1,0,0,1,1,2002,Real.estate,12150776152013
1215077615,2014,10000,19.6672934094772,19.5199294967009,18.1070652894878,-0.054,-0.2074,15.326894529923,1215077615,0,1,1,1,0,0,1,0,0,1,1,2002,Real.estate,12150776152014
1215077615,2015,10000,19.1582849044608,18.7683754863103,11.385092104824,0.0673,0.0708,12.1756134380455,1215077615,0,1,1,1,0,0,0,0,0,1,1,2002,Real.estate,12150776152015
1215077615,2016,10000,24.9267609933961,24.8682177683632,12.30138282988,0.0356,0.0141,10.6454248972655,1215077615,0,1,1,1,0,0,0,0,0,1,1,2002,Real.estate,12150776152016
1215094924,2008,15000,20.9457819914884,20.7960208227982,11.5228758057244,0.4067,1.1065,16.0316659229599,1215094924,0,1,1,1,0,0,0,0,0,0,0,2004,Manuf,12150949242008
1215094924,2009,15000,16.0657491705861,20.1645516424534,13.77155867148,0.2227,0.1868,14.8131969280424,1215094924,0,1,1,1,0,0,0,0,0,0,0,2004,Manuf,12150949242009
1215094924,2010,15000,20.4805571301374,20.351014494043,11.5228758057244,0.6029,0.4941,16.1736249607508,1215094924,0,1,1,1,0,0,0,0,0,0,0,2004,Manuf,12150949242010
1215094924,2011,15000,18.3869895149849,18.5284224223906,10.0858091509968,0.347,0.2707,15.938131313738,1215094924,0,1,1,1,0,0,0,0,0,0,0,2004,Manuf,12150949242011
1215094924,2012,15000,21.7513830549626,21.2590958295798,17.3303044462387,0.6666,0.6074,17.198781551093,1215094924,0,1,1,1,0,0,0,0,0,0,0,2004,Manuf,12150949242012
1215094924,2013,15000,19.1464935460743,18.903884368662,8.98719694566197,0.4321,0.3837,17.1975930757667,1215094924,0,1,1,0,0,0,0,0,0,0,0,2004,Manuf,12150949242013
1215094924,2014,15000,21.9189355659485,21.7122276806133,9.39266201210347,0.1565,0.1441,16.4686116675815,1215094924,0,1,1,0,0,0,0,0,0,0,0,2004,Manuf,12150949242014
1215094924,2015,15000,17.584563480433,17.2821523003674,9.39266201210347,0.1931,0.1559,16.6977941390107,1215094924,0,1,1,0,0,0,0,0,0,0,0,2004,Manuf,12150949242015
1215094924,2016,15000,22.0163881558159,21.9899655223807,11.8204101720711,0.1741,0.1232,16.6011388937119,1215094924,0,1,1,0,0,0,0,0,0,0,0,2004,Manuf,12150949242016
1215151837,2008,10000,13.4150329913671,19.3292698946395,8.294049890102,0,0.0389,13.5515450121298,1215151837,0,1,1,1,1,1,1,0,0,0,0,2010,Manuf,12151518372008
1215151837,2009,10000,25.2848515287232,25.0730928071196,16.9405151672663,0.1897,0.7933,16.6554073999601,1215151837,0,1,1,1,1,1,1,0,0,0,0,2010,Manuf,12151518372009
1215151837,2010,10000,13.4150329913671,18.9062500963022,14.7942125503356,0.5183,0.1792,18.1510481289052,1215151837,0,1,1,1,1,1,1,0,0,0,0,2010,Manuf,12151518372010
1215151837,2011,10000,23.9530232816558,23.6653777421543,13.4386329081657,0.256,1.9798,14.4904937678965,1215151837,0,1,1,1,0,0,0,0,0,0,0,2010,Manuf,12151518372011
1215151837,2012,10000,23.7998774834565,23.8124514765835,10.645424921075,0.2137,0.9194,15.0283439907224,1215151837,0,1,1,1,0,0,0,0,0,0,0,2010,Manuf,12151518372012
1215151837,2013,10000,20.4383306550008,20.3586523229204,8.69951491487685,0.0683,0.1734,13.8323676750307,1215151837,0,1,1,1,0,0,0,0,0,0,0,2010,Manuf,12151518372013
1215151837,2014,10000,20.8511136083526,20.6100176284011,11.5129254749702,0.1503,0.5219,15.3200323004488,1215151837,0,1,1,1,0,0,0,0,0,0,0,2010,Manuf,12151518372014
1215151837,2015,10000,20.1630888915916,20.0342461266497,10.2035921820235,0.0889,0.1658,15.2025546379747,1215151837,0,1,1,0,0,1,0,0,0,0,0,2010,Manuf,12151518372015
1215151837,2016,10000,19.4936298658614,19.6254502308425,11.0666383779668,0.0303,0.7556,16.7095976277561,1215151837,0,1,1,0,0,0,0,0,0,0,0,2010,Manuf,12151518372016
1216011328,2008,871400,16.7647799571079,17.9314861403127,11.7829526098169,0.1628,0.1142,17.1706989045299,1216011328,0,1,1,0,0,0,0,1,0,0,0,1992,Manuf,12160113282008
